deployment_id,description,original_environment,environment,created_at,completed_at,is_production_environment,status,repo_id,creator_id
deploy-33,deployed from the build to prod 2022-09-13,build,prod,2022-09-13T15:39:03,2022-09-13T18:59:49,True,failed,repo-21,79
deploy-34,deployed from the others to UAT 2023-07-14,others,UAT,2023-07-14T18:33:11,2023-07-17T16:12:00,False,success,repo-16,80
deploy-35,deployed from the build to prod 2023-05-22,build,prod,2023-05-22T13:26:11,2023-05-22T20:49:29,True,failed,repo-9,41
deploy-36,deployed from the prod to prod 2023-01-29,prod,prod,2023-01-29T20:16:58,2023-02-01T18:08:24,True,success,repo-30,50
deploy-37,deployed from the UAT to QA 2023-05-16,UAT,QA,2023-05-16T23:44:50,2023-05-18T12:27:25,False,failed,repo-13,47
deploy-38,deployed from the others to others 2022-08-14,others,others,2022-08-14T16:02:38,2022-08-15T05:58:06,False,failed,repo-2,41
deploy-39,deployed from the QA to QA 2022-10-02,QA,QA,2022-10-02T21:06:49,2022-10-03T16:19:55,False,success,repo-33,5
deploy-40,deployed from the others to others 2023-01-02,others,others,2023-01-02T01:10:32,2023-01-03T12:03:58,False,success,repo-11,70
deploy-41,deployed from the build to QA 2023-02-14,build,QA,2023-02-14T12:31:00,2023-02-16T09:41:45,False,failed,repo-29,39
deploy-42,deployed from the build to UAT 2022-08-06,build,UAT,2022-08-06T19:35:52,2022-08-08T08:26:09,False,failed,repo-17,90
deploy-43,deployed from the others to prod 2023-05-25,others,prod,2023-05-25T16:57:58,2023-05-27T23:01:50,True,failed,repo-4,86
deploy-44,deployed from the QA to build 2022-11-01,QA,build,2022-11-01T10:07:43,2022-11-02T23:07:05,False,failed,repo-17,73
deploy-45,deployed from the build to UAT 2023-01-07,build,UAT,2023-01-07T06:40:08,2023-01-07T20:24:16,False,success,repo-19,71
deploy-46,deployed from the QA to UAT 2023-06-28,QA,UAT,2023-06-28T19:17:01,2023-07-01T08:20:38,False,failed,repo-33,29
deploy-47,deployed from the QA to others 2023-05-16,QA,others,2023-05-16T18:16:43,2023-05-19T12:13:44,False,failed,repo-31,42
deploy-48,deployed from the UAT to UAT 2023-06-21,UAT,UAT,2023-06-21T23:07:03,2023-06-23T09:10:05,False,success,repo-30,6
deploy-49,deployed from the UAT to others 2022-07-04,UAT,others,2022-07-04T16:31:25,2022-07-05T03:32:43,False,failed,repo-33,100
deploy-50,deployed from the others to others 2023-02-15,others,others,2023-02-15T17:33:23,2023-02-17T10:30:29,False,failed,repo-12,96
deploy-51,deployed from the others to build 2022-12-22,others,build,2022-12-22T07:26:59,2022-12-22T23:11:15,False,success,repo-24,43
deploy-52,deployed from the others to others 2022-12-04,others,others,2022-12-04T14:45:33,2022-12-06T19:06:46,False,success,repo-3,34
deploy-53,deployed from the UAT to QA 2023-03-10,UAT,QA,2023-03-10T21:06:52,2023-03-11T12:56:03,False,success,repo-17,48
deploy-54,deployed from the build to build 2022-07-27,build,build,2022-07-27T21:30:02,2022-07-29T13:49:41,False,success,repo-22,19
deploy-55,deployed from the QA to build 2023-02-09,QA,build,2023-02-09T01:11:44,2023-02-09T10:09:15,False,success,repo-6,70
deploy-56,deployed from the prod to prod 2023-04-07,prod,prod,2023-04-07T05:31:15,2023-04-08T16:52:56,True,success,repo-2,74
deploy-57,deployed from the QA to others 2023-05-28,QA,others,2023-05-28T16:31:21,2023-05-29T10:09:27,False,failed,repo-2,47
deploy-58,deployed from the others to others 2022-08-08,others,others,2022-08-08T04:04:08,2022-08-10T20:07:09,False,success,repo-23,10
deploy-59,deployed from the others to QA 2022-11-07,others,QA,2022-11-07T11:06:00,2022-11-08T05:17:15,False,failed,repo-6,79
deploy-60,deployed from the build to QA 2022-12-27,build,QA,2022-12-27T08:11:55,2022-12-29T06:25:07,False,failed,repo-32,98
deploy-61,deployed from the QA to build 2022-08-24,QA,build,2022-08-24T03:05:34,2022-08-24T03:53:54,False,success,repo-5,77
deploy-62,deployed from the build to QA 2023-01-03,build,QA,2023-01-03T12:36:50,2023-01-05T01:04:03,False,failed,repo-21,11
deploy-63,deployed from the others to prod 2023-02-17,others,prod,2023-02-17T04:54:20,2023-02-17T22:25:27,True,failed,repo-14,74
deploy-64,deployed from the UAT to QA 2023-04-02,UAT,QA,2023-04-02T03:13:37,2023-04-02T12:27:37,False,success,repo-14,62
deploy-65,deployed from the others to QA 2022-11-11,others,QA,2022-11-11T16:35:38,2022-11-14T07:11:59,False,success,repo-13,99
deploy-66,deployed from the UAT to build 2022-09-02,UAT,build,2022-09-02T09:03:24,2022-09-02T09:53:11,False,failed,repo-17,73
deploy-67,deployed from the others to others 2023-03-30,others,others,2023-03-30T07:18:36,2023-04-01T11:53:08,False,failed,repo-21,91
deploy-68,deployed from the QA to others 2023-03-11,QA,others,2023-03-11T23:36:46,2023-03-14T12:27:58,False,failed,repo-3,31
deploy-69,deployed from the prod to prod 2022-11-17,prod,prod,2022-11-17T23:41:32,2022-11-19T20:31:24,True,success,repo-34,72
deploy-70,deployed from the prod to prod 2022-07-03,prod,prod,2022-07-03T05:13:47,2022-07-05T16:31:46,True,failed,repo-13,33
deploy-71,deployed from the build to build 2022-08-01,build,build,2022-08-01T07:18:40,2022-08-01T13:23:33,False,failed,repo-24,86
deploy-72,deployed from the UAT to UAT 2022-07-26,UAT,UAT,2022-07-26T17:07:41,2022-07-27T15:41:52,False,success,repo-28,54
deploy-73,deployed from the QA to others 2023-06-26,QA,others,2023-06-26T22:06:10,2023-06-29T17:53:44,False,failed,repo-22,84
deploy-74,deployed from the QA to others 2023-05-10,QA,others,2023-05-10T11:50:49,2023-05-10T23:39:42,False,success,repo-1,12
deploy-75,deployed from the UAT to prod 2022-10-01,UAT,prod,2022-10-01T12:28:23,2022-10-02T22:06:33,True,success,repo-23,42
deploy-76,deployed from the QA to others 2023-01-13,QA,others,2023-01-13T16:54:32,2023-01-15T14:20:37,False,success,repo-18,83
deploy-77,deployed from the prod to prod 2023-04-18,prod,prod,2023-04-18T04:40:33,2023-04-19T01:32:38,True,success,repo-18,10
deploy-78,deployed from the QA to QA 2023-01-27,QA,QA,2023-01-27T05:57:51,2023-01-27T18:14:28,False,failed,repo-23,40
deploy-79,deployed from the prod to prod 2023-01-31,prod,prod,2023-01-31T18:58:26,2023-02-01T23:03:06,True,success,repo-34,2
deploy-80,deployed from the build to prod 2022-08-11,build,prod,2022-08-11T23:18:57,2022-08-13T15:58:01,True,failed,repo-23,68
deploy-81,deployed from the QA to build 2023-02-16,QA,build,2023-02-16T07:24:57,2023-02-17T18:42:28,False,success,repo-9,48
deploy-82,deployed from the QA to build 2023-01-02,QA,build,2023-01-02T14:18:42,2023-01-04T14:06:25,False,success,repo-18,34
deploy-83,deployed from the QA to prod 2022-07-11,QA,prod,2022-07-11T04:03:32,2022-07-11T13:56:41,True,failed,repo-21,23
deploy-84,deployed from the build to prod 2022-11-22,build,prod,2022-11-22T02:07:20,2022-11-23T02:34:24,True,success,repo-9,6
deploy-85,deployed from the prod to prod 2022-10-06,prod,prod,2022-10-06T15:54:57,2022-10-07T00:46:37,True,success,repo-31,71
deploy-86,deployed from the QA to others 2022-11-15,QA,others,2022-11-15T05:45:43,2022-11-16T00:19:52,False,failed,repo-6,99
deploy-87,deployed from the build to UAT 2022-09-09,build,UAT,2022-09-09T11:26:36,2022-09-11T13:25:52,False,success,repo-24,17
deploy-88,deployed from the prod to prod 2023-07-04,prod,prod,2023-07-04T03:15:37,2023-07-04T11:59:50,True,failed,repo-9,53
deploy-89,deployed from the prod to prod 2023-04-05,prod,prod,2023-04-05T06:19:20,2023-04-06T08:15:33,True,success,repo-10,95
deploy-90,deployed from the QA to QA 2022-10-21,QA,QA,2022-10-21T08:00:40,2022-10-23T09:52:54,False,failed,repo-16,55
deploy-91,deployed from the build to prod 2023-04-03,build,prod,2023-04-03T11:51:40,2023-04-05T14:39:06,True,success,repo-14,6
deploy-92,deployed from the QA to QA 2023-01-09,QA,QA,2023-01-09T13:27:24,2023-01-12T02:26:44,False,success,repo-22,48
deploy-93,deployed from the UAT to prod 2022-08-29,UAT,prod,2022-08-29T03:28:42,2022-08-30T05:08:53,True,success,repo-4,78
deploy-94,deployed from the UAT to others 2022-10-08,UAT,others,2022-10-08T15:02:08,2022-10-09T14:19:11,False,success,repo-21,78
deploy-95,deployed from the QA to UAT 2023-01-28,QA,UAT,2023-01-28T10:38:57,2023-01-28T13:51:54,False,failed,repo-9,71
deploy-96,deployed from the QA to build 2022-10-04,QA,build,2022-10-04T19:15:06,2022-10-07T00:49:05,False,success,repo-10,65
deploy-97,deployed from the prod to prod 2023-01-18,prod,prod,2023-01-18T19:42:08,2023-01-19T16:19:03,True,failed,repo-6,39
deploy-98,deployed from the prod to prod 2022-07-13,prod,prod,2022-07-13T09:25:29,2022-07-16T08:28:49,True,failed,repo-31,71
deploy-99,deployed from the UAT to prod 2023-07-01,UAT,prod,2023-07-01T12:28:36,2023-07-03T07:40:47,True,success,repo-6,80
deploy-100,deployed from the prod to prod 2022-12-16,prod,prod,2022-12-16T23:16:37,2022-12-17T12:28:01,True,failed,repo-9,13
deploy-101,deployed from the others to QA 2023-02-04,others,QA,2023-02-04T15:47:55,2023-02-07T08:37:14,False,failed,repo-33,74
deploy-102,deployed from the QA to build 2023-03-31,QA,build,2023-03-31T19:35:55,2023-04-01T11:52:00,False,success,repo-29,92
deploy-103,deployed from the others to build 2023-07-06,others,build,2023-07-06T06:10:37,2023-07-08T05:25:16,False,success,repo-6,37
deploy-104,deployed from the build to UAT 2022-09-21,build,UAT,2022-09-21T18:58:34,2022-09-24T02:36:14,False,success,repo-30,88
deploy-105,deployed from the build to QA 2022-11-23,build,QA,2022-11-23T09:09:54,2022-11-25T08:49:27,False,failed,repo-3,6
deploy-106,deployed from the UAT to prod 2022-11-28,UAT,prod,2022-11-28T18:55:47,2022-11-30T07:14:27,True,failed,repo-26,27
deploy-107,deployed from the QA to others 2023-02-27,QA,others,2023-02-27T14:17:57,2023-03-02T11:32:40,False,failed,repo-23,51
deploy-108,deployed from the prod to prod 2023-06-22,prod,prod,2023-06-22T22:02:50,2023-06-25T19:25:22,True,failed,repo-16,57
deploy-109,deployed from the UAT to build 2022-09-04,UAT,build,2022-09-04T11:24:45,2022-09-04T23:25:54,False,failed,repo-29,49
deploy-110,deployed from the others to QA 2023-05-25,others,QA,2023-05-25T11:59:45,2023-05-26T11:29:42,False,failed,repo-29,69
deploy-111,deployed from the prod to prod 2022-09-15,prod,prod,2022-09-15T23:57:50,2022-09-16T06:24:55,True,failed,repo-18,37
deploy-112,deployed from the build to others 2023-02-10,build,others,2023-02-10T15:12:58,2023-02-11T00:04:30,False,success,repo-7,100
deploy-113,deployed from the build to UAT 2023-02-14,build,UAT,2023-02-14T10:41:29,2023-02-17T04:50:50,False,failed,repo-4,9
deploy-114,deployed from the prod to prod 2023-03-20,prod,prod,2023-03-20T13:19:48,2023-03-22T05:46:46,True,success,repo-17,24
deploy-115,deployed from the UAT to others 2022-11-23,UAT,others,2022-11-23T18:29:34,2022-11-25T03:32:11,False,success,repo-15,98
deploy-116,deployed from the build to others 2023-01-21,build,others,2023-01-21T23:41:48,2023-01-23T08:08:09,False,failed,repo-29,11
deploy-117,deployed from the build to build 2023-06-21,build,build,2023-06-21T16:59:20,2023-06-22T02:54:58,False,success,repo-3,10
deploy-118,deployed from the UAT to others 2023-05-15,UAT,others,2023-05-15T16:11:21,2023-05-18T14:38:50,False,success,repo-29,20
deploy-119,deployed from the UAT to UAT 2023-02-07,UAT,UAT,2023-02-07T03:11:11,2023-02-09T08:14:57,False,success,repo-19,6
deploy-120,deployed from the UAT to others 2023-05-06,UAT,others,2023-05-06T10:09:07,2023-05-06T15:32:36,False,failed,repo-7,24
deploy-121,deployed from the prod to prod 2022-12-20,prod,prod,2022-12-20T16:15:16,2022-12-22T03:29:07,True,failed,repo-25,7
deploy-122,deployed from the UAT to build 2023-06-25,UAT,build,2023-06-25T22:55:26,2023-06-26T20:47:48,False,success,repo-33,82
deploy-123,deployed from the others to QA 2023-01-21,others,QA,2023-01-21T18:29:36,2023-01-23T09:48:47,False,failed,repo-10,93
deploy-124,deployed from the prod to prod 2023-07-04,prod,prod,2023-07-04T12:04:01,2023-07-05T06:21:04,True,failed,repo-7,48
deploy-125,deployed from the UAT to others 2023-01-28,UAT,others,2023-01-28T20:56:44,2023-01-31T19:20:24,False,success,repo-32,20
deploy-126,deployed from the QA to prod 2023-06-29,QA,prod,2023-06-29T17:32:26,2023-07-01T14:13:48,True,failed,repo-18,78
deploy-127,deployed from the others to QA 2023-04-19,others,QA,2023-04-19T21:42:13,2023-04-20T10:47:40,False,success,repo-34,16
deploy-128,deployed from the QA to others 2022-12-30,QA,others,2022-12-30T00:29:25,2022-12-31T10:30:39,False,success,repo-15,86
deploy-129,deployed from the QA to prod 2023-03-26,QA,prod,2023-03-26T08:57:58,2023-03-28T13:55:00,True,failed,repo-12,41
deploy-130,deployed from the QA to others 2022-11-22,QA,others,2022-11-22T17:30:02,2022-11-23T09:33:59,False,failed,repo-14,31
deploy-131,deployed from the QA to others 2023-04-17,QA,others,2023-04-17T15:29:41,2023-04-18T12:53:50,False,failed,repo-6,9
deploy-132,deployed from the prod to prod 2022-09-17,prod,prod,2022-09-17T18:31:30,2022-09-19T04:53:36,True,failed,repo-15,34
deploy-133,deployed from the others to build 2023-03-10,others,build,2023-03-10T15:07:49,2023-03-11T06:01:32,False,failed,repo-12,53
deploy-134,deployed from the prod to prod 2023-03-06,prod,prod,2023-03-06T14:55:07,2023-03-07T05:05:56,True,success,repo-17,41
deploy-135,deployed from the prod to prod 2023-05-14,prod,prod,2023-05-14T06:52:34,2023-05-14T07:28:17,True,failed,repo-32,80
deploy-136,deployed from the prod to prod 2022-11-16,prod,prod,2022-11-16T14:03:27,2022-11-18T19:00:29,True,failed,repo-28,35
deploy-137,deployed from the QA to UAT 2023-01-02,QA,UAT,2023-01-02T08:30:40,2023-01-03T23:08:08,False,failed,repo-20,52
deploy-138,deployed from the prod to prod 2022-07-09,prod,prod,2022-07-09T13:51:00,2022-07-11T23:18:00,True,failed,repo-27,29
deploy-139,deployed from the build to UAT 2023-01-22,build,UAT,2023-01-22T01:30:21,2023-01-22T11:17:21,False,failed,repo-4,91
deploy-140,deployed from the prod to prod 2023-01-14,prod,prod,2023-01-14T05:50:16,2023-01-16T05:15:47,True,success,repo-34,13
deploy-141,deployed from the QA to UAT 2023-01-09,QA,UAT,2023-01-09T10:21:50,2023-01-10T19:35:55,False,success,repo-19,100
deploy-142,deployed from the prod to prod 2022-08-25,prod,prod,2022-08-25T12:25:57,2022-08-27T18:06:50,True,success,repo-13,2
deploy-143,deployed from the QA to build 2022-10-15,QA,build,2022-10-15T11:59:41,2022-10-18T10:01:09,False,success,repo-20,11
deploy-144,deployed from the QA to UAT 2022-12-31,QA,UAT,2022-12-31T21:16:18,2023-01-02T12:31:16,False,success,repo-33,21
deploy-145,deployed from the prod to prod 2023-04-23,prod,prod,2023-04-23T17:21:23,2023-04-26T02:48:36,True,failed,repo-8,27
deploy-146,deployed from the prod to prod 2023-01-09,prod,prod,2023-01-09T08:19:42,2023-01-09T13:00:06,True,failed,repo-34,1
deploy-147,deployed from the build to build 2022-07-25,build,build,2022-07-25T15:40:22,2022-07-26T03:47:13,False,success,repo-10,54
deploy-148,deployed from the prod to prod 2023-03-09,prod,prod,2023-03-09T08:31:45,2023-03-11T04:12:55,True,failed,repo-19,100
deploy-149,deployed from the others to prod 2022-10-30,others,prod,2022-10-30T21:42:01,2022-11-01T14:57:58,True,success,repo-18,69
deploy-150,deployed from the UAT to prod 2023-07-06,UAT,prod,2023-07-06T06:32:40,2023-07-08T04:49:01,True,success,repo-1,80
deploy-151,deployed from the others to others 2023-06-06,others,others,2023-06-06T08:53:01,2023-06-08T16:55:17,False,failed,repo-25,84
deploy-152,deployed from the QA to QA 2023-02-10,QA,QA,2023-02-10T04:05:00,2023-02-11T20:57:05,False,success,repo-21,20
deploy-153,deployed from the prod to prod 2023-07-15,prod,prod,2023-07-15T08:57:15,2023-07-15T22:36:13,True,success,repo-22,3
deploy-154,deployed from the prod to prod 2022-11-15,prod,prod,2022-11-15T15:19:56,2022-11-18T01:17:23,True,success,repo-31,32
deploy-155,deployed from the UAT to others 2023-06-17,UAT,others,2023-06-17T13:58:38,2023-06-18T16:05:32,False,success,repo-10,34
deploy-156,deployed from the QA to UAT 2023-05-25,QA,UAT,2023-05-25T15:58:02,2023-05-27T21:36:38,False,failed,repo-24,48
deploy-157,deployed from the prod to prod 2022-09-17,prod,prod,2022-09-17T07:09:51,2022-09-19T13:28:09,True,success,repo-9,70
deploy-158,deployed from the build to build 2023-02-17,build,build,2023-02-17T06:26:20,2023-02-20T00:52:59,False,success,repo-25,51
deploy-159,deployed from the UAT to UAT 2022-07-08,UAT,UAT,2022-07-08T07:51:31,2022-07-10T14:30:46,False,success,repo-32,97
deploy-160,deployed from the others to UAT 2023-02-25,others,UAT,2023-02-25T23:16:38,2023-02-27T23:40:20,False,failed,repo-17,76
deploy-161,deployed from the build to others 2023-06-28,build,others,2023-06-28T07:59:58,2023-06-29T19:37:12,False,failed,repo-31,44
deploy-162,deployed from the prod to prod 2022-11-30,prod,prod,2022-11-30T20:22:07,2022-12-02T15:27:48,True,failed,repo-26,27
deploy-163,deployed from the UAT to build 2022-11-03,UAT,build,2022-11-03T13:27:28,2022-11-05T09:21:58,False,success,repo-32,75
deploy-164,deployed from the prod to prod 2022-10-16,prod,prod,2022-10-16T01:05:07,2022-10-16T12:08:30,True,failed,repo-33,37
deploy-165,deployed from the build to UAT 2022-12-14,build,UAT,2022-12-14T00:54:00,2022-12-16T05:56:20,False,failed,repo-1,60
deploy-166,deployed from the build to UAT 2023-04-20,build,UAT,2023-04-20T16:46:30,2023-04-22T15:40:02,False,success,repo-10,62
deploy-167,deployed from the others to UAT 2022-07-01,others,UAT,2022-07-01T21:16:11,2022-07-02T13:20:00,False,success,repo-8,34
deploy-168,deployed from the others to QA 2023-01-09,others,QA,2023-01-09T00:32:35,2023-01-10T16:46:29,False,failed,repo-11,90
deploy-169,deployed from the build to UAT 2023-01-30,build,UAT,2023-01-30T18:18:33,2023-02-01T02:15:42,False,success,repo-15,72
deploy-170,deployed from the QA to build 2022-11-04,QA,build,2022-11-04T21:58:49,2022-11-07T00:01:30,False,failed,repo-12,50
deploy-171,deployed from the build to others 2023-04-26,build,others,2023-04-26T17:47:51,2023-04-27T03:27:53,False,success,repo-31,85
deploy-172,deployed from the QA to UAT 2022-12-20,QA,UAT,2022-12-20T05:01:57,2022-12-22T18:02:26,False,failed,repo-25,12
deploy-173,deployed from the build to build 2023-01-16,build,build,2023-01-16T12:10:34,2023-01-19T12:03:06,False,failed,repo-24,92
deploy-174,deployed from the QA to others 2023-01-07,QA,others,2023-01-07T16:21:18,2023-01-08T15:53:03,False,failed,repo-34,23
deploy-175,deployed from the UAT to QA 2022-09-13,UAT,QA,2022-09-13T10:29:18,2022-09-16T10:16:33,False,success,repo-26,37
deploy-176,deployed from the QA to QA 2023-05-18,QA,QA,2023-05-18T16:09:00,2023-05-20T19:55:06,False,success,repo-17,37
deploy-177,deployed from the UAT to others 2023-05-25,UAT,others,2023-05-25T08:25:38,2023-05-25T08:51:42,False,success,repo-13,87
deploy-178,deployed from the QA to prod 2023-03-28,QA,prod,2023-03-28T03:04:35,2023-03-28T18:36:27,True,failed,repo-25,98
deploy-179,deployed from the others to UAT 2023-06-21,others,UAT,2023-06-21T13:08:31,2023-06-23T02:36:03,False,success,repo-31,8
deploy-180,deployed from the UAT to prod 2023-03-05,UAT,prod,2023-03-05T15:10:06,2023-03-05T16:09:01,True,success,repo-29,36
deploy-181,deployed from the others to UAT 2023-07-08,others,UAT,2023-07-08T01:11:30,2023-07-10T18:42:02,False,failed,repo-16,72
deploy-182,deployed from the QA to UAT 2023-01-30,QA,UAT,2023-01-30T14:47:57,2023-02-02T12:51:13,False,failed,repo-15,54
deploy-183,deployed from the UAT to build 2023-05-02,UAT,build,2023-05-02T21:36:27,2023-05-03T14:54:31,False,failed,repo-9,29
deploy-184,deployed from the UAT to build 2022-07-28,UAT,build,2022-07-28T20:40:44,2022-07-29T20:23:40,False,success,repo-30,62
deploy-185,deployed from the prod to prod 2022-11-18,prod,prod,2022-11-18T23:27:17,2022-11-20T06:21:40,True,success,repo-4,66
deploy-186,deployed from the build to prod 2022-09-24,build,prod,2022-09-24T23:58:23,2022-09-27T17:41:16,True,failed,repo-18,80
deploy-187,deployed from the others to others 2022-10-18,others,others,2022-10-18T11:24:29,2022-10-19T08:50:09,False,success,repo-13,53
deploy-188,deployed from the build to build 2022-07-02,build,build,2022-07-02T18:12:36,2022-07-05T06:14:25,False,success,repo-2,13
deploy-189,deployed from the build to UAT 2022-09-30,build,UAT,2022-09-30T18:34:55,2022-10-03T07:33:51,False,success,repo-15,63
deploy-190,deployed from the build to others 2023-05-17,build,others,2023-05-17T16:48:16,2023-05-19T18:33:58,False,success,repo-33,74
deploy-191,deployed from the UAT to others 2023-05-16,UAT,others,2023-05-16T18:08:20,2023-05-19T11:41:15,False,failed,repo-15,3
deploy-192,deployed from the UAT to others 2023-04-26,UAT,others,2023-04-26T11:25:42,2023-04-27T15:43:48,False,failed,repo-1,66
deploy-193,deployed from the build to QA 2023-04-08,build,QA,2023-04-08T16:00:45,2023-04-08T21:47:44,False,success,repo-9,76
deploy-194,deployed from the build to prod 2023-06-21,build,prod,2023-06-21T16:12:41,2023-06-22T12:24:40,True,success,repo-34,21
deploy-195,deployed from the prod to prod 2022-07-24,prod,prod,2022-07-24T19:29:31,2022-07-25T00:14:55,True,success,repo-17,27
deploy-196,deployed from the others to others 2023-06-12,others,others,2023-06-12T05:05:49,2023-06-12T16:57:49,False,success,repo-2,80
deploy-197,deployed from the prod to prod 2022-12-17,prod,prod,2022-12-17T18:57:32,2022-12-18T09:29:44,True,failed,repo-31,82
deploy-198,deployed from the prod to prod 2023-05-26,prod,prod,2023-05-26T00:47:43,2023-05-27T19:19:28,True,success,repo-3,17
deploy-199,deployed from the QA to prod 2022-12-26,QA,prod,2022-12-26T17:24:39,2022-12-27T22:54:02,True,failed,repo-22,46
deploy-200,deployed from the UAT to others 2022-11-15,UAT,others,2022-11-15T06:42:30,2022-11-17T13:22:43,False,success,repo-4,69
deploy-201,deployed from the others to others 2023-01-05,others,others,2023-01-05T11:54:15,2023-01-06T15:15:33,False,failed,repo-34,43
deploy-202,deployed from the QA to QA 2023-03-17,QA,QA,2023-03-17T15:56:53,2023-03-18T06:46:12,False,success,repo-12,8
deploy-203,deployed from the prod to prod 2022-12-15,prod,prod,2022-12-15T07:40:18,2022-12-16T20:25:45,True,success,repo-19,80
deploy-204,deployed from the others to UAT 2022-09-12,others,UAT,2022-09-12T18:10:34,2022-09-15T11:13:08,False,success,repo-7,9
deploy-205,deployed from the UAT to QA 2022-09-07,UAT,QA,2022-09-07T02:25:35,2022-09-08T08:41:47,False,failed,repo-32,10
deploy-206,deployed from the others to prod 2022-09-20,others,prod,2022-09-20T15:06:33,2022-09-20T16:49:47,True,failed,repo-24,72
deploy-207,deployed from the UAT to UAT 2023-03-15,UAT,UAT,2023-03-15T10:59:12,2023-03-17T18:22:40,False,failed,repo-30,54
deploy-208,deployed from the UAT to others 2023-02-02,UAT,others,2023-02-02T13:26:42,2023-02-03T11:09:22,False,failed,repo-9,35
deploy-209,deployed from the QA to UAT 2023-04-15,QA,UAT,2023-04-15T05:03:28,2023-04-18T00:15:15,False,failed,repo-28,63
deploy-210,deployed from the others to prod 2023-07-15,others,prod,2023-07-15T13:08:28,2023-07-16T04:53:58,True,failed,repo-29,16
deploy-211,deployed from the others to build 2023-06-26,others,build,2023-06-26T04:57:52,2023-06-26T10:58:13,False,success,repo-22,78
deploy-212,deployed from the prod to prod 2023-03-30,prod,prod,2023-03-30T10:18:23,2023-03-30T11:42:27,True,failed,repo-15,14
deploy-213,deployed from the UAT to build 2023-06-08,UAT,build,2023-06-08T01:33:19,2023-06-08T06:46:45,False,failed,repo-20,73
deploy-214,deployed from the UAT to build 2023-07-19,UAT,build,2023-07-19T17:03:58,2023-07-19T22:51:23,False,success,repo-19,81
deploy-215,deployed from the UAT to QA 2022-08-05,UAT,QA,2022-08-05T00:17:48,2022-08-07T08:54:12,False,failed,repo-30,29
deploy-216,deployed from the others to UAT 2023-02-07,others,UAT,2023-02-07T16:28:29,2023-02-09T03:13:08,False,success,repo-8,75
deploy-217,deployed from the prod to prod 2023-04-11,prod,prod,2023-04-11T08:23:21,2023-04-11T12:23:47,True,failed,repo-34,1
deploy-218,deployed from the prod to prod 2023-04-30,prod,prod,2023-04-30T23:14:10,2023-05-01T05:42:50,True,failed,repo-18,46
deploy-219,deployed from the QA to UAT 2023-01-19,QA,UAT,2023-01-19T21:29:48,2023-01-20T01:10:49,False,failed,repo-17,45
deploy-220,deployed from the prod to prod 2022-10-24,prod,prod,2022-10-24T20:34:03,2022-10-25T22:43:34,True,success,repo-23,65
deploy-221,deployed from the prod to prod 2023-03-12,prod,prod,2023-03-12T10:04:58,2023-03-12T14:20:20,True,failed,repo-1,12
deploy-222,deployed from the QA to others 2022-07-23,QA,others,2022-07-23T02:57:56,2022-07-24T19:30:45,False,success,repo-17,80
deploy-223,deployed from the QA to build 2022-10-30,QA,build,2022-10-30T03:38:29,2022-10-30T11:03:48,False,failed,repo-23,36
deploy-224,deployed from the build to UAT 2023-06-25,build,UAT,2023-06-25T02:06:54,2023-06-27T05:26:18,False,success,repo-18,99
deploy-225,deployed from the others to others 2023-01-10,others,others,2023-01-10T03:44:37,2023-01-11T12:07:36,False,success,repo-16,49
deploy-226,deployed from the build to UAT 2022-07-19,build,UAT,2022-07-19T14:55:24,2022-07-20T18:31:57,False,success,repo-24,89
deploy-227,deployed from the QA to build 2023-06-26,QA,build,2023-06-26T02:59:43,2023-06-26T07:15:37,False,success,repo-14,20
deploy-228,deployed from the UAT to QA 2023-06-27,UAT,QA,2023-06-27T10:45:32,2023-06-28T00:33:04,False,failed,repo-26,95
deploy-229,deployed from the QA to UAT 2022-07-23,QA,UAT,2022-07-23T21:22:28,2022-07-26T15:22:13,False,success,repo-24,60
deploy-230,deployed from the QA to others 2022-11-29,QA,others,2022-11-29T03:38:36,2022-11-29T11:47:51,False,success,repo-33,1
deploy-231,deployed from the others to build 2022-12-12,others,build,2022-12-12T05:08:00,2022-12-14T02:05:42,False,failed,repo-29,74
deploy-232,deployed from the UAT to others 2022-10-08,UAT,others,2022-10-08T18:22:24,2022-10-09T22:05:40,False,success,repo-19,13
deploy-233,deployed from the build to prod 2023-06-15,build,prod,2023-06-15T07:05:21,2023-06-16T00:25:35,True,success,repo-18,68
deploy-234,deployed from the others to others 2023-06-01,others,others,2023-06-01T06:07:04,2023-06-04T00:12:38,False,failed,repo-14,25
deploy-235,deployed from the QA to others 2023-05-10,QA,others,2023-05-10T21:42:33,2023-05-12T09:09:58,False,failed,repo-7,72
deploy-236,deployed from the build to others 2022-08-03,build,others,2022-08-03T00:45:27,2022-08-03T04:55:27,False,success,repo-31,13
deploy-237,deployed from the others to others 2023-07-03,others,others,2023-07-03T10:10:51,2023-07-03T12:05:48,False,failed,repo-15,32
deploy-238,deployed from the QA to QA 2022-12-21,QA,QA,2022-12-21T11:46:46,2022-12-21T19:35:31,False,failed,repo-14,97
deploy-239,deployed from the prod to prod 2023-05-25,prod,prod,2023-05-25T19:54:36,2023-05-27T09:42:00,True,success,repo-17,75
deploy-240,deployed from the others to prod 2023-07-08,others,prod,2023-07-08T08:58:09,2023-07-10T14:04:25,True,failed,repo-34,10
deploy-241,deployed from the others to QA 2023-06-25,others,QA,2023-06-25T23:31:18,2023-06-26T03:11:40,False,failed,repo-10,90
