pull_request_id,description,state,created_at,merged_at,closed_at,creator_id,repository_id
pr-27,pull request_27,closed,2023-05-22T21:01:58,2023-05-30T10:19:36,2023-06-01T02:57:16,70,repo-17
pr-28,pull request_28,open,2022-10-03T18:09:52,2022-10-04T23:07:46,2022-10-05T14:03:30,61,repo-25
pr-29,pull request_29,open,2023-07-06T21:42:08,2023-07-16T02:18:50,2023-07-16T11:19:18,17,repo-10
pr-30,pull request_30,closed,2022-10-06T21:30:21,2022-10-08T04:44:37,2022-10-13T18:23:44,50,repo-5
pr-31,pull request_31,closed,2022-07-17T19:43:05,2022-07-23T07:38:45,2022-07-30T16:01:40,24,repo-3
pr-32,pull request_32,closed,2022-12-05T01:18:54,2022-12-15T00:23:29,2022-12-15T05:11:33,23,repo-20
pr-33,pull request_33,closed,2023-06-20T21:35:25,2023-06-24T19:38:16,2023-07-03T14:58:33,73,repo-34
pr-34,pull request_34,open,2023-01-06T04:25:01,2023-01-14T02:20:13,2023-01-22T05:37:36,3,repo-28
pr-35,pull request_35,closed,2023-02-28T11:31:48,2023-02-28T18:23:50,2023-03-06T21:50:50,7,repo-5
pr-36,pull request_36,closed,2023-05-02T01:25:58,2023-05-03T01:23:35,2023-05-03T21:21:51,62,repo-14
pr-37,pull request_37,open,2022-12-31T20:44:07,2023-01-10T01:29:15,2023-01-19T01:20:10,87,repo-10
pr-38,pull request_38,closed,2022-12-29T13:25:18,2023-01-07T07:10:34,2023-01-07T18:08:31,45,repo-5
pr-39,pull request_39,closed,2022-12-02T05:27:29,2022-12-06T08:49:40,2022-12-07T09:57:14,64,repo-33
pr-40,pull request_40,open,2023-01-01T20:41:55,2023-01-11T04:13:11,2023-01-15T01:55:57,3,repo-3
pr-41,pull request_41,closed,2022-08-14T06:13:20,2022-08-15T22:16:28,2022-08-18T13:01:52,84,repo-11
pr-42,pull request_42,closed,2023-01-13T11:28:19,2023-01-20T23:46:54,2023-01-26T09:56:38,66,repo-7
pr-43,pull request_43,open,2022-12-29T13:32:30,2023-01-07T06:33:49,2023-01-13T17:21:11,27,repo-3
pr-44,pull request_44,closed,2023-07-19T14:50:51,2023-07-19T18:45:58,2023-07-19T22:21:52,28,repo-28
pr-45,pull request_45,open,2023-03-16T22:49:08,2023-03-18T13:03:26,2023-03-25T10:45:47,8,repo-21
pr-46,pull request_46,open,2023-01-19T04:20:20,2023-01-28T03:32:48,2023-01-31T15:13:14,83,repo-21
pr-47,pull request_47,closed,2022-07-20T23:56:15,2022-07-28T08:07:01,2022-08-01T01:44:51,27,repo-20
pr-48,pull request_48,open,2022-08-01T16:24:41,2022-08-10T17:54:40,2022-08-15T11:13:51,42,repo-24
pr-49,pull request_49,closed,2023-02-21T17:29:10,2023-02-26T00:07:41,2023-03-04T01:10:13,36,repo-10
pr-50,pull request_50,closed,2023-05-15T08:09:01,2023-05-23T22:18:51,2023-05-28T04:22:21,4,repo-20
pr-51,pull request_51,open,2022-09-19T07:16:21,2022-09-25T05:47:32,2022-09-26T02:28:22,68,repo-6
pr-52,pull request_52,open,2023-05-21T12:14:11,2023-05-24T03:17:47,2023-05-29T23:52:43,33,repo-27
pr-53,pull request_53,closed,2022-07-01T12:08:08,2022-07-05T15:07:22,2022-07-05T21:54:56,71,repo-23
pr-54,pull request_54,open,2022-09-23T21:02:29,2022-09-26T13:18:51,2022-09-28T03:12:56,14,repo-24
pr-55,pull request_55,open,2023-07-16T12:52:56,2023-07-19T17:33:03,2023-07-19T18:54:55,78,repo-24
pr-56,pull request_56,closed,2022-10-05T13:37:37,2022-10-11T19:42:35,2022-10-11T22:53:03,14,repo-19
pr-57,pull request_57,open,2023-01-22T23:14:59,2023-01-24T21:27:57,2023-02-03T01:08:13,94,repo-15
pr-58,pull request_58,open,2023-06-17T04:19:35,2023-06-17T16:46:08,2023-06-25T01:47:43,60,repo-2
pr-59,pull request_59,closed,2023-05-16T09:34:31,2023-05-26T01:01:34,2023-05-29T03:26:55,72,repo-24
pr-60,pull request_60,open,2022-09-03T02:02:39,2022-09-10T11:32:19,2022-09-14T12:34:11,99,repo-1
pr-61,pull request_61,closed,2023-01-29T03:19:24,2023-01-31T16:44:59,2023-02-06T15:45:36,10,repo-1
pr-62,pull request_62,open,2023-02-26T18:38:49,2023-02-28T10:14:13,2023-03-08T01:36:21,80,repo-31
pr-63,pull request_63,closed,2023-05-19T20:57:47,2023-05-23T22:53:03,2023-05-27T11:29:56,44,repo-19
pr-64,pull request_64,closed,2022-07-11T07:53:56,2022-07-14T19:12:41,2022-07-15T15:13:29,57,repo-32
pr-65,pull request_65,closed,2023-07-17T02:05:53,2023-07-19T08:01:33,2023-07-19T22:19:27,43,repo-7
pr-66,pull request_66,open,2022-10-27T08:45:51,2022-11-02T17:00:30,2022-11-10T23:35:33,33,repo-27
pr-67,pull request_67,closed,2023-06-30T22:19:15,2023-07-05T03:18:46,2023-07-15T02:21:13,90,repo-4
pr-68,pull request_68,open,2022-09-22T22:53:15,2022-09-25T02:18:11,2022-09-27T06:56:45,93,repo-25
pr-69,pull request_69,closed,2022-10-17T22:21:41,2022-10-19T05:59:46,2022-10-25T21:59:59,22,repo-9
pr-70,pull request_70,closed,2022-07-13T03:58:35,2022-07-17T02:17:11,2022-07-18T11:45:02,71,repo-14
pr-71,pull request_71,closed,2022-10-21T23:24:03,2022-10-22T07:25:10,2022-10-27T07:02:12,20,repo-10
pr-72,pull request_72,closed,2022-12-03T08:46:26,2022-12-08T21:47:34,2022-12-13T18:54:04,53,repo-27
pr-73,pull request_73,open,2022-11-05T20:18:24,2022-11-14T17:27:21,2022-11-21T02:21:48,76,repo-26
pr-74,pull request_74,closed,2023-06-09T19:53:27,2023-06-19T13:26:55,2023-06-28T04:47:08,1,repo-4
pr-75,pull request_75,closed,2023-07-07T16:53:12,2023-07-16T01:50:30,2023-07-17T22:23:18,38,repo-8
pr-76,pull request_76,closed,2022-09-22T04:11:31,2022-09-27T07:18:50,2022-10-05T17:47:54,77,repo-14
pr-77,pull request_77,open,2023-07-08T13:04:38,2023-07-10T19:26:28,2023-07-17T05:34:48,42,repo-23
pr-78,pull request_78,closed,2023-03-29T21:35:30,2023-04-08T15:09:39,2023-04-18T11:17:35,71,repo-6
pr-79,pull request_79,open,2023-03-12T21:19:44,2023-03-19T06:29:32,2023-03-28T10:51:04,33,repo-16
pr-80,pull request_80,open,2022-12-27T14:06:36,2022-12-31T15:42:28,2023-01-10T10:04:02,86,repo-24
pr-81,pull request_81,closed,2023-07-14T09:56:32,2023-07-15T07:20:22,2023-07-19T15:57:58,40,repo-1
pr-82,pull request_82,closed,2022-07-29T11:59:33,2022-08-02T17:24:57,2022-08-08T21:24:54,54,repo-27
pr-83,pull request_83,closed,2023-05-14T02:24:52,2023-05-23T15:30:06,2023-05-31T15:12:07,46,repo-16
pr-84,pull request_84,closed,2022-12-11T07:31:28,2022-12-19T23:49:19,2022-12-24T18:09:58,89,repo-31
pr-85,pull request_85,closed,2023-04-04T08:55:17,2023-04-09T16:04:45,2023-04-12T23:42:24,92,repo-16
pr-86,pull request_86,open,2023-01-11T17:46:34,2023-01-12T00:48:58,2023-01-17T14:31:36,68,repo-11
pr-87,pull request_87,open,2022-09-14T01:19:05,2022-09-19T08:07:13,2022-09-28T06:41:52,81,repo-1
pr-88,pull request_88,open,2023-07-06T18:33:08,2023-07-08T09:23:35,2023-07-17T21:20:50,64,repo-22
pr-89,pull request_89,closed,2022-12-04T12:08:15,2022-12-09T09:17:41,2022-12-12T12:21:44,81,repo-32
pr-90,pull request_90,closed,2023-06-29T11:46:04,2023-07-09T04:57:40,2023-07-15T06:16:02,100,repo-17
pr-91,pull request_91,closed,2023-07-05T18:41:00,2023-07-07T07:09:55,2023-07-15T13:52:43,44,repo-30
pr-92,pull request_92,open,2022-08-01T08:47:46,2022-08-07T19:07:36,2022-08-17T14:41:53,35,repo-33
pr-93,pull request_93,open,2023-01-09T18:11:18,2023-01-18T07:52:20,2023-01-24T23:01:02,5,repo-32
pr-94,pull request_94,closed,2023-05-17T09:53:07,2023-05-23T09:46:12,2023-06-01T06:50:48,97,repo-34
pr-95,pull request_95,closed,2022-11-06T19:38:12,2022-11-11T22:38:41,2022-11-12T03:35:32,97,repo-19
pr-96,pull request_96,closed,2023-06-25T23:24:38,2023-06-29T18:44:44,2023-07-02T02:51:52,93,repo-32
pr-97,pull request_97,open,2022-09-06T00:35:04,2022-09-06T04:54:43,2022-09-11T16:30:03,13,repo-25
pr-98,pull request_98,closed,2022-10-05T07:21:25,2022-10-07T03:48:35,2022-10-13T22:21:41,79,repo-8
pr-99,pull request_99,open,2022-10-15T08:20:47,2022-10-21T21:01:42,2022-10-22T20:24:06,95,repo-28
pr-100,pull request_100,open,2022-11-17T03:06:57,2022-11-22T08:34:49,2022-11-29T04:14:51,37,repo-23
pr-101,pull request_101,closed,2023-03-10T04:02:59,2023-03-10T18:00:13,2023-03-16T10:41:12,23,repo-9
pr-102,pull request_102,open,2022-12-09T16:15:45,2022-12-16T12:22:14,2022-12-26T08:27:33,61,repo-17
pr-103,pull request_103,open,2022-11-22T20:20:36,2022-11-30T09:31:40,2022-12-06T23:20:05,20,repo-3
pr-104,pull request_104,open,2022-09-20T11:10:19,2022-09-24T23:53:27,2022-10-01T17:38:47,26,repo-32
pr-105,pull request_105,open,2022-11-09T16:35:24,2022-11-16T04:40:31,2022-11-17T08:28:22,61,repo-6
pr-106,pull request_106,open,2023-03-15T16:24:33,2023-03-20T11:05:30,2023-03-22T03:59:33,65,repo-5
pr-107,pull request_107,open,2022-08-07T13:32:26,2022-08-13T06:55:16,2022-08-20T10:06:33,37,repo-5
pr-108,pull request_108,closed,2022-11-09T07:57:48,2022-11-11T18:32:39,2022-11-19T18:50:57,34,repo-18
pr-109,pull request_109,open,2023-02-28T05:28:03,2023-03-04T16:47:14,2023-03-14T16:14:51,76,repo-24
pr-110,pull request_110,open,2023-07-04T04:13:42,2023-07-09T17:22:24,2023-07-12T19:52:32,79,repo-22
pr-111,pull request_111,open,2022-09-06T23:37:23,2022-09-15T05:38:11,2022-09-19T11:26:21,29,repo-27
pr-112,pull request_112,closed,2022-10-28T16:49:37,2022-11-03T02:41:48,2022-11-12T09:37:45,50,repo-2
pr-113,pull request_113,open,2023-03-12T13:04:50,2023-03-18T01:04:18,2023-03-26T22:24:14,60,repo-26
pr-114,pull request_114,closed,2022-11-06T09:42:45,2022-11-08T13:08:51,2022-11-14T08:02:13,14,repo-13
pr-115,pull request_115,open,2023-07-06T13:15:00,2023-07-07T05:02:46,2023-07-10T09:04:32,67,repo-20
pr-116,pull request_116,closed,2022-08-06T06:11:31,2022-08-10T00:28:54,2022-08-14T09:57:38,58,repo-34
pr-117,pull request_117,closed,2023-06-17T04:24:41,2023-06-25T06:37:36,2023-06-28T12:06:50,58,repo-2
pr-118,pull request_118,open,2023-07-05T16:45:05,2023-07-07T11:31:26,2023-07-09T18:17:31,88,repo-7
pr-119,pull request_119,closed,2023-05-18T13:13:57,2023-05-23T03:49:25,2023-05-28T11:18:39,18,repo-11
pr-120,pull request_120,open,2022-10-04T02:21:35,2022-10-05T15:09:47,2022-10-11T22:46:31,82,repo-20
pr-121,pull request_121,closed,2022-10-08T22:39:36,2022-10-09T19:22:34,2022-10-18T22:10:13,72,repo-14
pr-122,pull request_122,open,2022-08-09T10:19:56,2022-08-17T14:08:33,2022-08-23T18:04:45,67,repo-4
pr-123,pull request_123,open,2022-09-29T11:44:34,2022-10-05T14:46:59,2022-10-08T02:10:41,81,repo-34
pr-124,pull request_124,open,2023-05-28T11:42:37,2023-06-01T04:43:18,2023-06-08T06:10:05,31,repo-4
pr-125,pull request_125,open,2022-10-25T18:07:30,2022-10-26T06:19:13,2022-10-30T09:41:41,76,repo-16
pr-126,pull request_126,open,2023-04-16T00:49:57,2023-04-20T06:48:30,2023-04-22T21:56:32,96,repo-13
pr-127,pull request_127,open,2023-05-18T03:11:56,2023-05-24T18:46:32,2023-05-25T07:54:05,30,repo-20
pr-128,pull request_128,closed,2023-03-02T10:19:17,2023-03-11T02:12:47,2023-03-13T17:46:07,93,repo-20
pr-129,pull request_129,open,2022-09-16T06:01:02,2022-09-25T05:34:57,2022-10-02T13:03:14,93,repo-14
pr-130,pull request_130,open,2023-02-18T18:35:58,2023-02-23T17:46:48,2023-02-27T06:54:53,8,repo-17
pr-131,pull request_131,open,2023-06-30T15:42:03,2023-07-02T12:58:25,2023-07-04T11:28:11,3,repo-3
pr-132,pull request_132,closed,2023-07-03T02:17:44,2023-07-03T08:04:21,2023-07-09T10:46:15,28,repo-1
pr-133,pull request_133,closed,2022-08-26T06:11:28,2022-08-27T09:11:29,2022-09-02T01:52:20,88,repo-8
pr-134,pull request_134,closed,2023-05-31T04:15:40,2023-06-06T09:26:46,2023-06-15T15:59:36,4,repo-16
pr-135,pull request_135,open,2023-07-12T10:31:27,2023-07-16T23:39:27,2023-07-19T20:29:07,75,repo-15
pr-136,pull request_136,open,2023-02-15T07:24:22,2023-02-19T17:05:30,2023-02-22T17:53:33,42,repo-6
pr-137,pull request_137,open,2023-06-18T04:44:20,2023-06-19T00:52:00,2023-06-19T20:51:36,13,repo-24
pr-138,pull request_138,closed,2023-05-17T21:52:56,2023-05-19T01:06:20,2023-05-26T22:51:39,56,repo-33
pr-139,pull request_139,open,2023-04-23T19:19:02,2023-05-02T22:23:48,2023-05-10T14:30:48,97,repo-18
pr-140,pull request_140,closed,2023-02-11T11:52:53,2023-02-15T09:38:24,2023-02-22T10:42:56,41,repo-9
pr-141,pull request_141,closed,2023-07-01T13:35:21,2023-07-06T19:43:29,2023-07-12T04:30:47,80,repo-15
pr-142,pull request_142,open,2023-05-13T20:19:38,2023-05-23T16:31:08,2023-05-31T22:47:59,95,repo-34
pr-143,pull request_143,closed,2022-07-01T22:22:17,2022-07-04T15:35:17,2022-07-06T08:42:09,56,repo-30
pr-144,pull request_144,closed,2023-03-29T11:52:58,2023-04-07T06:00:32,2023-04-08T19:13:56,35,repo-23
pr-145,pull request_145,closed,2023-03-19T22:38:22,2023-03-28T13:14:37,2023-04-01T12:37:34,19,repo-2
pr-146,pull request_146,open,2022-08-21T08:34:51,2022-08-29T08:29:49,2022-09-05T20:40:25,22,repo-4
pr-147,pull request_147,closed,2023-05-04T16:22:29,2023-05-09T01:54:36,2023-05-17T17:50:02,51,repo-6
pr-148,pull request_148,open,2023-03-24T06:01:41,2023-03-29T09:46:00,2023-04-05T13:07:30,59,repo-20
pr-149,pull request_149,closed,2022-12-06T19:20:58,2022-12-07T07:23:06,2022-12-17T03:05:59,4,repo-33
pr-150,pull request_150,closed,2023-07-18T03:46:42,2023-07-18T11:34:26,2023-07-18T18:20:39,45,repo-12
pr-151,pull request_151,open,2023-02-05T04:32:49,2023-02-09T21:17:34,2023-02-13T18:10:09,80,repo-23
pr-152,pull request_152,closed,2022-08-18T00:21:57,2022-08-24T10:48:12,2022-09-03T04:06:03,59,repo-21
pr-153,pull request_153,open,2023-01-22T15:38:09,2023-01-28T08:54:26,2023-02-03T04:28:18,12,repo-29
pr-154,pull request_154,open,2023-07-18T05:04:48,2023-07-19T23:42:49,2023-07-19T23:43:35,15,repo-34
pr-155,pull request_155,closed,2023-07-03T07:35:58,2023-07-12T17:51:07,2023-07-14T03:38:50,75,repo-31
pr-156,pull request_156,open,2022-12-28T17:06:25,2022-12-31T11:32:38,2023-01-07T11:01:31,62,repo-4
pr-157,pull request_157,closed,2023-05-07T03:19:45,2023-05-09T07:20:44,2023-05-16T14:55:47,71,repo-14
pr-158,pull request_158,open,2022-07-02T15:31:14,2022-07-08T06:26:19,2022-07-16T18:45:02,70,repo-5
pr-159,pull request_159,closed,2022-09-23T05:45:21,2022-09-29T10:10:26,2022-10-04T00:55:39,16,repo-32
pr-160,pull request_160,closed,2022-12-13T14:48:00,2022-12-14T18:57:51,2022-12-17T15:02:51,17,repo-20
pr-161,pull request_161,open,2022-12-23T09:04:14,2022-12-25T18:24:29,2023-01-02T16:06:26,3,repo-15
pr-162,pull request_162,closed,2023-06-13T03:10:08,2023-06-13T17:25:40,2023-06-16T14:02:02,84,repo-23
pr-163,pull request_163,closed,2022-07-13T17:00:25,2022-07-18T14:50:23,2022-07-23T20:29:08,67,repo-21
pr-164,pull request_164,open,2023-07-15T00:53:51,2023-07-18T01:37:32,2023-07-19T17:18:32,26,repo-14
pr-165,pull request_165,closed,2023-04-26T22:12:01,2023-05-05T20:50:46,2023-05-10T18:20:34,76,repo-17
pr-166,pull request_166,open,2023-05-14T05:25:24,2023-05-14T13:31:15,2023-05-16T10:38:40,71,repo-30
pr-167,pull request_167,open,2023-07-06T14:24:04,2023-07-09T13:36:23,2023-07-14T01:00:48,22,repo-20
pr-168,pull request_168,open,2023-03-20T04:58:03,2023-03-27T18:06:56,2023-04-01T20:06:19,90,repo-20
pr-169,pull request_169,closed,2022-11-15T14:56:22,2022-11-25T12:51:34,2022-11-29T14:02:02,45,repo-5
pr-170,pull request_170,closed,2022-07-13T10:19:59,2022-07-17T22:24:57,2022-07-18T00:47:29,79,repo-9
pr-171,pull request_171,open,2022-10-02T05:40:36,2022-10-05T18:25:56,2022-10-08T23:28:00,45,repo-19
pr-172,pull request_172,open,2023-05-30T23:33:11,2023-06-08T09:14:51,2023-06-14T00:31:23,36,repo-21
pr-173,pull request_173,open,2022-12-30T02:18:41,2023-01-03T17:01:02,2023-01-12T14:30:49,94,repo-14
pr-174,pull request_174,open,2023-07-10T12:15:06,2023-07-17T20:35:34,2023-07-19T05:11:44,100,repo-14
pr-175,pull request_175,open,2022-08-23T11:26:26,2022-08-26T21:44:48,2022-08-27T05:15:39,40,repo-5
pr-176,pull request_176,open,2023-06-17T16:39:54,2023-06-21T14:32:55,2023-06-23T21:53:43,47,repo-2
pr-177,pull request_177,open,2022-07-29T16:32:47,2022-08-02T00:58:45,2022-08-02T22:55:57,50,repo-17
pr-178,pull request_178,open,2022-08-09T01:46:51,2022-08-12T05:02:15,2022-08-19T05:53:38,15,repo-30
pr-179,pull request_179,open,2023-01-21T08:47:04,2023-01-21T10:17:27,2023-01-27T07:28:25,53,repo-27
pr-180,pull request_180,closed,2022-09-06T15:18:48,2022-09-13T14:49:17,2022-09-16T18:12:37,51,repo-17
pr-181,pull request_181,open,2023-06-03T12:45:05,2023-06-10T17:55:38,2023-06-17T03:31:20,24,repo-17
pr-182,pull request_182,open,2022-08-13T07:26:19,2022-08-17T15:12:41,2022-08-26T12:42:25,87,repo-22
pr-183,pull request_183,closed,2022-07-19T12:30:22,2022-07-21T08:18:28,2022-07-25T09:26:28,58,repo-2
pr-184,pull request_184,closed,2022-07-27T01:04:53,2022-08-05T14:51:52,2022-08-09T04:59:09,14,repo-16
pr-185,pull request_185,open,2022-10-27T07:43:24,2022-11-05T23:54:58,2022-11-15T19:39:15,1,repo-30
pr-186,pull request_186,closed,2022-12-30T00:30:21,2023-01-02T11:42:36,2023-01-06T13:00:52,27,repo-25
pr-187,pull request_187,closed,2023-05-14T00:14:08,2023-05-18T04:26:32,2023-05-27T20:50:48,90,repo-12
pr-188,pull request_188,open,2022-07-09T19:55:45,2022-07-18T14:33:00,2022-07-27T20:12:34,31,repo-22
pr-189,pull request_189,open,2023-03-23T13:29:53,2023-03-31T06:21:40,2023-04-01T14:54:37,83,repo-4
pr-190,pull request_190,closed,2023-03-08T04:13:59,2023-03-10T17:50:30,2023-03-19T01:06:34,21,repo-34
pr-191,pull request_191,open,2022-10-09T18:47:17,2022-10-14T09:36:47,2022-10-15T22:35:34,33,repo-9
pr-192,pull request_192,closed,2022-09-30T14:27:06,2022-10-09T17:26:06,2022-10-18T04:32:55,12,repo-28
pr-193,pull request_193,closed,2022-10-31T01:27:41,2022-11-05T22:13:42,2022-11-15T07:47:13,96,repo-4
pr-194,pull request_194,open,2023-02-13T02:33:57,2023-02-19T14:19:48,2023-02-20T19:18:41,55,repo-6
pr-195,pull request_195,open,2023-04-14T04:04:42,2023-04-21T00:20:44,2023-04-25T07:32:00,51,repo-5
pr-196,pull request_196,open,2023-06-25T00:20:27,2023-06-27T19:29:08,2023-07-07T07:22:06,62,repo-19
pr-197,pull request_197,open,2023-02-25T09:54:34,2023-02-28T08:37:19,2023-03-07T06:59:15,49,repo-11
pr-198,pull request_198,open,2023-05-08T02:38:42,2023-05-10T00:46:54,2023-05-11T20:00:28,77,repo-8
pr-199,pull request_199,closed,2022-07-29T01:04:21,2022-07-29T02:19:20,2022-08-05T05:51:12,100,repo-28
pr-200,pull request_200,open,2022-09-09T05:51:08,2022-09-15T16:38:44,2022-09-21T21:59:08,61,repo-11
pr-201,pull request_201,closed,2023-02-18T19:41:23,2023-02-22T22:58:33,2023-02-28T08:55:03,32,repo-2
pr-202,pull request_202,closed,2023-05-03T04:28:39,2023-05-07T17:59:32,2023-05-08T23:30:15,62,repo-25
pr-203,pull request_203,open,2023-05-13T22:49:45,2023-05-19T11:57:53,2023-05-27T04:44:18,41,repo-1
pr-204,pull request_204,closed,2022-07-04T01:49:52,2022-07-04T03:44:04,2022-07-10T14:05:35,90,repo-15
pr-205,pull request_205,closed,2023-04-13T18:08:42,2023-04-21T13:06:19,2023-04-29T14:52:11,90,repo-5
pr-206,pull request_206,closed,2023-01-24T15:15:13,2023-01-28T17:05:31,2023-01-30T04:04:54,99,repo-15
pr-207,pull request_207,closed,2022-08-21T12:01:15,2022-08-30T19:20:46,2022-09-08T19:21:48,71,repo-8
pr-208,pull request_208,open,2022-09-14T12:57:24,2022-09-23T21:20:13,2022-09-28T18:38:59,93,repo-21
pr-209,pull request_209,open,2023-04-15T20:17:25,2023-04-19T22:57:24,2023-04-28T21:07:11,66,repo-6
pr-210,pull request_210,closed,2022-11-04T07:31:41,2022-11-06T14:49:44,2022-11-10T04:22:48,69,repo-27
pr-211,pull request_211,open,2022-08-07T12:19:34,2022-08-09T02:11:46,2022-08-16T15:30:06,71,repo-15
pr-212,pull request_212,closed,2023-03-20T21:13:37,2023-03-21T07:00:42,2023-03-31T02:27:50,61,repo-23
pr-213,pull request_213,closed,2022-11-11T06:07:01,2022-11-17T13:38:18,2022-11-26T12:54:17,11,repo-18
pr-214,pull request_214,closed,2023-05-11T12:21:18,2023-05-14T18:30:02,2023-05-22T17:03:26,48,repo-11
pr-215,pull request_215,closed,2023-02-02T20:03:21,2023-02-03T21:34:13,2023-02-04T18:53:09,27,repo-11
pr-216,pull request_216,closed,2022-08-14T15:33:34,2022-08-21T13:40:58,2022-08-30T15:16:10,77,repo-30
pr-217,pull request_217,open,2022-09-25T13:58:08,2022-09-30T02:30:39,2022-10-05T10:26:55,23,repo-1
pr-218,pull request_218,closed,2022-07-06T10:13:17,2022-07-07T11:05:19,2022-07-14T09:26:31,38,repo-33
pr-219,pull request_219,closed,2023-02-05T00:45:35,2023-02-07T18:01:44,2023-02-13T08:40:20,20,repo-31
pr-220,pull request_220,open,2022-07-11T09:29:56,2022-07-12T05:26:53,2022-07-13T20:40:20,55,repo-2
pr-221,pull request_221,closed,2023-02-17T16:35:11,2023-02-23T18:59:13,2023-03-03T13:11:20,84,repo-27
pr-222,pull request_222,open,2022-07-29T01:51:44,2022-08-05T07:53:57,2022-08-10T04:40:27,63,repo-21
pr-223,pull request_223,open,2022-07-05T15:00:41,2022-07-05T20:38:58,2022-07-14T14:09:28,94,repo-31
pr-224,pull request_224,open,2023-03-26T05:45:10,2023-04-03T00:39:01,2023-04-03T19:47:52,32,repo-1
pr-225,pull request_225,open,2023-01-25T21:08:28,2023-02-04T09:37:00,2023-02-10T12:46:47,9,repo-25
pr-226,pull request_226,open,2023-05-12T22:01:08,2023-05-18T16:48:18,2023-05-19T21:09:39,3,repo-18
pr-227,pull request_227,closed,2022-10-28T04:28:28,2022-10-28T19:24:54,2022-11-05T03:51:48,61,repo-15
pr-228,pull request_228,open,2023-07-10T11:14:58,2023-07-15T00:39:47,2023-07-16T17:32:31,27,repo-29
pr-229,pull request_229,open,2023-06-06T03:04:04,2023-06-16T02:16:41,2023-06-22T08:02:57,59,repo-18
pr-230,pull request_230,closed,2023-04-25T20:24:46,2023-05-02T21:39:29,2023-05-09T17:39:01,91,repo-2
pr-231,pull request_231,open,2022-08-26T11:38:28,2022-08-27T11:24:54,2022-09-03T02:18:58,82,repo-24
pr-232,pull request_232,closed,2022-10-13T11:11:22,2022-10-18T09:28:09,2022-10-26T07:39:11,41,repo-6
pr-233,pull request_233,open,2022-09-22T10:24:16,2022-09-30T23:43:46,2022-10-03T01:35:11,69,repo-34
pr-234,pull request_234,open,2022-08-01T22:22:39,2022-08-05T11:31:26,2022-08-10T13:33:06,86,repo-12
pr-235,pull request_235,closed,2022-07-08T20:29:16,2022-07-16T05:26:12,2022-07-17T22:41:19,36,repo-22
pr-236,pull request_236,open,2022-11-20T15:45:26,2022-11-26T02:57:23,2022-12-03T04:49:31,29,repo-24
pr-237,pull request_237,open,2023-04-11T23:02:56,2023-04-12T10:52:46,2023-04-17T16:17:20,46,repo-22
pr-238,pull request_238,open,2022-09-19T03:56:20,2022-09-25T18:29:06,2022-09-26T08:14:44,26,repo-12
pr-239,pull request_239,closed,2023-06-05T03:59:23,2023-06-10T14:10:09,2023-06-14T22:17:42,27,repo-8
pr-240,pull request_240,open,2023-04-29T06:24:11,2023-05-09T05:30:14,2023-05-14T12:18:47,70,repo-10
pr-241,pull request_241,closed,2023-02-05T00:52:09,2023-02-10T15:00:34,2023-02-12T00:34:27,39,repo-13
pr-242,pull request_242,closed,2022-07-17T18:07:38,2022-07-18T19:13:38,2022-07-27T18:14:01,81,repo-5
pr-243,pull request_243,closed,2022-06-30T19:17:45,2022-07-08T00:27:30,2022-07-10T03:44:21,27,repo-17
pr-244,pull request_244,closed,2022-08-24T13:40:38,2022-09-01T23:36:06,2022-09-03T10:26:21,1,repo-2
pr-245,pull request_245,open,2023-07-17T14:16:34,2023-07-18T14:30:53,2023-07-19T11:09:54,20,repo-9
pr-246,pull request_246,closed,2023-03-03T06:17:59,2023-03-11T22:05:00,2023-03-15T03:19:23,44,repo-2
pr-247,pull request_247,closed,2023-07-05T18:37:17,2023-07-12T09:20:39,2023-07-19T11:16:38,3,repo-22
pr-248,pull request_248,open,2022-07-01T18:36:10,2022-07-09T07:55:55,2022-07-18T13:11:58,78,repo-4
pr-249,pull request_249,open,2023-05-23T11:24:27,2023-05-27T11:58:10,2023-06-04T18:10:14,25,repo-19
pr-250,pull request_250,open,2023-07-10T11:35:03,2023-07-14T05:20:03,2023-07-19T16:59:42,98,repo-2
pr-251,pull request_251,closed,2022-10-22T00:00:36,2022-10-29T03:47:26,2022-10-30T22:23:14,41,repo-17
pr-252,pull request_252,open,2023-05-03T09:04:14,2023-05-06T15:13:57,2023-05-14T14:31:06,32,repo-10
pr-253,pull request_253,open,2022-11-30T07:54:17,2022-12-05T07:31:13,2022-12-10T19:54:31,48,repo-9
pr-254,pull request_254,closed,2022-11-19T04:16:22,2022-11-21T23:19:31,2022-12-01T07:25:16,49,repo-12
pr-255,pull request_255,closed,2022-12-23T12:02:45,2022-12-23T21:22:28,2022-12-25T02:43:40,86,repo-17
pr-256,pull request_256,open,2023-04-29T13:36:31,2023-05-08T11:24:13,2023-05-10T19:02:34,87,repo-15
pr-257,pull request_257,open,2022-10-09T10:50:49,2022-10-13T11:15:42,2022-10-21T11:07:52,47,repo-16
pr-258,pull request_258,open,2023-05-02T20:05:44,2023-05-10T07:00:18,2023-05-20T05:27:59,96,repo-23
pr-259,pull request_259,open,2023-05-23T15:51:09,2023-05-30T11:15:28,2023-06-08T02:31:06,45,repo-30
pr-260,pull request_260,open,2023-01-14T07:23:14,2023-01-16T23:37:49,2023-01-20T18:08:23,92,repo-5
